GeneSet	BM448.CG2.LUC.mCherry.no71	BM449.CG2.LUC.mCherry.no75	BM455.CG2.LUC.mCherry.no84	BM462.CG2.LUC.mCherry.no98	BM472.CG2.RAS.mCherry.no77	BM508.CG2.RAS.mCherry.no79	BM522.CG2.RAS.mCherry.no70	BM458.MIC.LUC.mCherry.no102	BM474.MIC.LUC.mCherry.no106	BM485.MIC.LUC.mCherry.no110
Camk2g	16.56	18.36	12.04	16.43	25.67	10.67	20.7	16.3	12.88	21.03
Ttn	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.06	0.01
Aspm	18.7	23.42	32.61	24.2	19.45	23.22	10.6	6.32	9.9	22.37
Camk2d	2.81	1.96	1.91	2.04	1.47	1.47	0.88	30.06	18.43	31.89
P2ry6	0.76	0.24	0.62	0.17	0.14	0.42	0.38	5.42	1.66	5.48
Camk2b	1.49	0.35	2.52	0.72	0.22	0.17	1.42	0.7	0.3	1.73
Ttr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P2ry4	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camk2a	0.42	0.04	0.06	0.32	0.25	0.0	0.21	0.48	2.07	1.53
Asph	23.71	27.75	28.27	26.28	17.07	63.59	26.17	4.65	8.6	9.29
P2ry2	0.57	0.19	0.11	0.04	0.15	0.03	0.12	1.33	0.51	1.96
Aspg	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.02
0610012G03Rik	11.29	12.57	13.28	14.32	17.02	14.25	17.93	7.67	10.6	8.97
P2ry1	12.73	98.07	34.57	108.58	203.33	70.46	43.02	8.33	7.42	8.07
Bicc1	0.03	0.03	0.04	0.25	0.32	0.0	0.01	0.04	0.0	0.0
Cdc37l1	9.2	13.92	14.89	20.05	15.94	10.56	8.64	11.24	14.38	15.07
Aspa	0.8	1.74	0.57	7.78	8.81	0.13	0.27	0.43	0.05	0.0
Atad2b	24.21	31.65	27.83	36.21	31.33	22.4	22.89	21.35	22.52	32.08
Gpr137b	3.08	3.15	1.18	5.13	2.72	0.84	3.2	6.58	3.9	7.7
Tub	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.09	0.09	0.17
Mllt6	1.13	3.89	1.83	2.2	5.56	2.16	1.35	10.06	10.73	6.79
Gpr137c	1.09	0.12	0.17	0.1	0.07	0.15	0.1	1.83	0.82	2.78
Mllt3	82.19	54.7	92.66	80.74	71.04	177.45	94.25	11.53	29.54	14.79
Uroc1	0.05	0.11	0.04	0.27	0.0	0.0	0.12	0.0	0.0	0.0
Mllt1	6.87	10.53	10.81	7.26	13.84	12.39	8.38	13.91	17.11	15.95
Zfp97	6.67	9.8	8.26	9.99	4.84	4.92	3.07	2.23	2.36	3.7
Pdcd1lg2	1.41	0.06	0.24	0.4	0.28	3.6	2.02	2.33	1.39	1.21
Ass1	218.12	142.47	169.85	138.07	106.22	5.61	119.4	40.33	27.37	50.71
P2rx7	20.88	5.24	13.83	8.23	1.5	11.89	15.72	6.69	3.15	10.72
Sgce	1.22	0.0	0.05	0.31	18.17	5.74	4.33	0.35	6.72	0.42
P2rx6	0.06	0.08	0.03	0.08	0.38	0.15	0.45	0.0	0.19	0.0
P2rx5	0.09	0.12	0.0	0.0	0.0	0.16	0.1	0.0	0.0	0.03
Sgcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cpt1a	89.26	119.09	53.89	94.89	79.64	80.55	75.01	52.29	47.41	69.77
P2rx4	14.1	11.93	11.76	15.49	10.07	30.48	23.97	20.34	14.48	17.63
P2rx3	0.06	0.16	0.13	0.07	0.05	0.0	0.05	2.31	2.05	3.79
Sgcb	5.73	12.98	4.85	11.08	12.34	1.86	8.43	2.68	3.06	2.79
Pdcd7	14.24	18.8	10.71	15.55	16.27	10.7	14.27	14.56	15.61	13.6
Sgca	0.0	0.0	0.0	0.07	0.06	0.0	0.0	0.0	0.0	0.0
P2rx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P2rx1	16.47	26.44	6.42	5.72	95.27	25.33	44.81	5.18	21.4	7.39
Pdcd5	76.15	84.36	88.44	70.29	88.93	102.92	118.83	37.0	45.11	40.25
Pdcd6	58.5	56.66	53.68	54.61	68.49	51.53	56.58	33.09	38.56	42.58
Bicd2	14.84	21.55	15.33	23.74	23.84	16.21	21.82	12.76	14.47	15.71
Bicd1	2.89	5.96	3.84	5.19	16.17	2.07	4.38	0.27	6.56	1.28
Cpt1b	0.95	1.53	0.4	0.88	1.19	1.14	1.16	1.67	1.19	2.31
Cpt1c	1.2	2.03	1.15	1.75	3.08	3.31	1.69	0.0	0.12	0.53
Sorl1	31.08	4.28	6.83	0.74	2.29	1.68	2.77	101.86	25.27	134.89
Sgcg	0.64	0.31	0.3	0.71	0.62	0.0	0.54	0.0	0.0	0.0
Lst1	17.09	5.7	9.73	4.25	4.15	6.54	2.61	102.47	41.42	130.55
Gm26727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gde1	32.9	47.23	30.3	39.26	39.01	30.49	30.13	25.23	26.49	40.47
Gm14743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc6a21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.08
Hgh1	10.38	9.18	7.76	9.12	16.68	11.09	11.59	4.18	8.12	4.9
Gm14744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wars2	4.37	5.93	6.9	7.92	11.0	3.63	5.92	2.91	4.14	3.02
Aars2	8.24	6.9	5.2	7.89	8.69	4.04	7.72	2.45	3.37	3.67
Prkaa1	37.47	34.91	38.11	41.4	48.83	29.36	30.81	13.94	15.6	19.68
Prkaa2	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.33	0.03	0.07
Tax1bp1	175.98	212.43	148.11	185.03	162.85	147.3	221.63	115.53	201.7	149.14
Tax1bp3	6.47	9.52	6.91	11.2	13.77	14.3	12.65	11.68	11.45	14.98
Fam180a	0.47	0.89	0.77	0.17	0.06	0.2	1.03	0.0	0.04	0.0
Slc6a19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.24	0.24
Necap2	132.1	176.57	134.62	173.42	236.97	186.71	144.18	53.82	54.76	72.85
Slc6a18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hnrnpll	38.48	39.85	46.77	50.57	44.69	50.74	41.17	30.88	24.26	43.27
Necap1	11.75	10.55	8.27	11.1	12.49	12.25	9.51	13.97	10.86	14.81
1110008P14Rik	15.9	13.64	11.23	10.82	13.85	21.93	21.39	27.88	15.07	34.63
Slc6a15	0.52	0.0	0.17	0.41	0.02	0.0	0.0	0.18	0.04	0.05
Pde12	10.38	10.8	10.42	10.95	10.7	9.51	10.63	4.05	5.91	5.58
Slc6a14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Espl1	19.06	19.71	20.58	17.35	13.75	25.25	12.02	4.33	7.63	15.98
Slc6a17	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.05	0.0
Slc6a16	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
Slc6a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc6a13	12.72	19.65	9.4	14.85	25.64	2.36	18.61	1.62	2.08	2.71
Slc6a12	2.39	0.55	0.26	0.0	0.0	0.17	0.72	5.39	2.19	7.32
Tmem167b	25.15	37.78	26.02	36.19	35.94	28.05	27.71	18.78	17.45	22.77
Camk1g	0.0	0.0	0.0	0.0	0.14	0.1	0.0	0.49	0.42	0.23
Camk1d	2.77	4.4	4.1	4.7	3.58	7.12	5.42	13.32	6.94	19.3
Smarce1	134.04	160.51	117.63	134.67	143.82	164.12	168.15	81.61	121.5	108.72
Fam181a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam181b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0
AV320801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pradc1	18.25	25.24	17.84	25.14	21.76	21.67	15.49	7.0	12.41	14.6
Txk	1.29	4.96	1.36	1.69	17.53	0.74	0.14	5.08	2.48	3.0
Pnliprp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnliprp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mtcp1	10.26	9.63	8.38	13.39	7.41	13.59	5.24	4.12	8.13	7.46
Cerkl	0.58	13.35	6.44	5.88	15.38	0.41	5.31	1.3	4.69	2.64
Cabin1	19.25	28.68	17.07	21.79	33.06	31.9	18.75	19.84	27.67	28.35
Astl	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.06	0.05
Ddias	12.97	25.2	24.87	28.95	25.33	25.48	16.4	2.96	6.01	8.86
Vps8	21.45	35.66	18.55	36.56	30.14	17.28	30.95	10.25	10.25	9.8
1810024B03Rik	1.34	1.15	1.09	1.58	2.56	1.01	1.42	0.34	1.69	0.82
BC106179	0.0	0.02	0.04	0.0	0.02	0.03	0.0	0.38	0.31	0.15
Rtn4ip1	6.14	10.26	9.7	10.8	10.8	7.79	6.7	5.22	5.29	6.44
Ptpdc1	1.04	4.29	1.39	4.97	4.87	0.96	2.42	0.36	2.06	0.6
Gm26741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc34a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.2	0.1
H2al1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP23-2N7.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faah	16.14	14.02	11.5	22.63	7.22	0.91	11.01	4.86	4.76	2.93
H2al1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wbp2nl	0.0	0.73	0.12	0.14	0.0	0.05	0.77	0.0	0.0	0.0
H2al1j	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc34a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
H2al1i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc34a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.05
Gdf3	31.02	46.29	18.56	40.69	58.55	39.79	55.47	2.12	37.71	1.19
Tyr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdf6	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.0	0.0
H2al1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdf5	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0
H2al1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm13420	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdf9	0.54	0.37	0.4	0.68	0.15	0.17	0.63	0.3	0.19	0.25
Pde1b	5.0	4.02	0.97	1.72	2.88	1.85	2.96	14.03	7.1	19.41
Pde1c	1.95	2.91	0.77	2.26	11.34	4.54	11.36	0.0	1.26	0.07
Smlr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pde1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
H2al1o	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam183b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2al1m	1.05	1.0	1.79	0.39	1.53	4.54	1.57	1.02	1.89	1.34
Il10	0.19	0.0	0.06	0.0	0.07	0.79	1.09	0.0	0.21	0.2
Il11	0.08	0.1	0.08	0.05	0.0	0.0	0.21	0.06	0.11	0.0
2310007B03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gdi1	63.2	51.13	41.29	68.14	68.1	50.13	62.64	71.96	67.92	104.63
Rdh8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0
Il15	28.66	72.86	24.19	70.46	101.69	7.97	18.46	11.42	9.75	15.83
Rdh9	0.0	0.1	0.06	0.0	0.2	0.05	0.03	0.0	0.0	0.1
Faf2	41.61	41.09	35.35	44.24	44.83	35.46	40.24	26.47	25.8	27.08
Faf1	27.94	28.01	28.17	27.0	27.0	30.9	25.08	13.74	17.89	21.37
Il13	0.07	0.08	0.0	0.08	0.31	0.16	0.07	0.0	0.0	0.0
Gdi2	227.24	235.94	225.22	230.26	230.43	201.3	256.98	168.69	174.16	216.65
Rdh7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il18	1.02	1.62	0.71	0.43	0.44	0.65	1.06	4.01	6.17	4.64
Crxos	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il19	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0
Il16	29.09	16.21	15.15	15.75	18.31	4.12	12.71	90.8	58.61	109.29
Tlcd1	18.36	12.86	24.46	15.29	9.15	28.8	10.2	4.46	14.23	13.77
Tlcd2	10.06	12.75	6.19	2.96	20.32	2.04	8.88	1.83	0.24	3.15
Pik3c3	31.59	43.43	31.13	40.83	35.23	20.47	26.47	18.21	19.65	19.54
5430416O09Rik	0.02	0.05	0.02	0.07	0.09	0.0	0.0	0.06	0.0	0.0
Umps	26.31	22.99	31.72	28.81	29.6	21.07	25.9	10.66	22.83	19.69
Kptn	7.66	11.56	7.72	12.27	16.98	6.03	8.5	9.63	8.29	7.83
I0C0044D17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kprp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Espnl	1.43	3.19	0.84	2.95	1.67	0.05	0.47	0.03	1.45	0.05
Mettl7a2	0.0	0.12	0.15	0.0	0.11	0.05	0.11	0.0	0.0	0.04
Dmbx1	0.0	0.02	0.0	0.02	0.02	0.0	0.02	0.0	0.0	0.0
Mettl7a3	0.05	0.06	0.0	0.12	0.0	0.11	0.05	0.0	0.0	0.0
Plagl1	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.18	0.0	0.11
AF067061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.08	0.53
Umod	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
Mettl7a1	34.65	24.22	51.29	17.84	86.71	47.47	31.72	13.38	26.15	35.14
Aldh16a1	46.78	61.97	40.99	52.82	63.13	36.97	50.65	30.85	41.1	38.6
Micu2	82.61	95.26	75.45	93.9	86.86	57.44	76.73	34.12	40.76	49.82
Micu3	2.1	4.0	2.29	4.26	3.56	1.1	2.57	1.41	2.66	0.86
Plagl2	18.43	16.35	16.76	16.87	14.95	21.77	14.47	16.58	18.68	25.12
Eif3j2	50.04	47.34	69.89	76.89	60.35	71.82	64.13	17.03	30.77	29.55
Cylc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micu1	37.45	48.45	30.16	33.64	44.21	41.75	41.33	49.29	38.57	62.53
Eif3j1	15.12	14.22	17.42	19.9	18.62	17.85	17.64	5.29	8.99	7.23
Cylc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rdh5	3.55	2.39	2.08	3.32	7.07	2.94	3.12	3.34	3.09	3.51
Fadd	11.83	14.82	10.53	14.34	15.12	8.44	11.41	3.92	3.64	4.73
Sgk3	7.17	2.98	4.36	1.03	2.28	23.19	1.1	34.35	23.81	43.6
Sgk2	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0
Sgk1	11.06	8.87	3.59	3.28	16.27	9.94	23.81	26.18	13.38	36.4
Rdh1	0.0	0.02	0.02	0.02	0.02	0.0	0.0	0.01	0.04	0.06
Pdcl3	53.52	65.0	52.04	64.53	85.83	53.33	85.65	51.35	44.93	60.26
Il33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.32	0.71
Pdcl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il34	0.0	0.36	0.17	0.15	1.69	0.0	0.6	0.0	0.0	0.14
Map2k7	39.53	56.76	37.85	61.33	75.81	43.04	63.79	25.51	30.44	35.6
Map2k6	4.97	7.08	5.96	6.58	12.64	4.08	6.02	6.35	6.04	5.88
Map2k5	19.29	26.21	16.29	23.58	26.25	10.81	23.04	10.01	18.32	12.99
Asz1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF067063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.23	0.0
Il22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tacc2	0.98	0.93	0.44	0.17	4.91	0.39	1.75	0.96	4.6	2.66
Tacc1	69.67	66.52	58.08	67.6	64.35	46.99	104.4	48.26	61.95	74.2
Il27	0.84	0.1	0.24	0.0	0.09	0.06	0.0	1.91	0.21	2.33
Tacc3	107.02	133.61	117.16	97.09	94.35	125.06	110.45	45.19	51.86	117.21
Tjp1	51.66	69.12	52.72	64.33	17.72	65.91	34.67	1.91	5.28	6.75
Map2k4	32.2	31.79	32.6	32.0	33.33	44.45	32.87	22.55	19.15	37.78
Map2k3	178.83	175.75	136.72	175.01	112.57	115.35	143.67	32.3	57.99	63.47
Il1a	0.08	0.48	0.08	0.0	0.05	0.26	0.04	0.14	0.24	0.06
Map2k2	63.81	64.93	65.43	59.68	66.41	75.66	69.29	41.03	54.77	54.7
Map2k1	35.14	24.88	24.32	20.1	26.05	30.87	33.11	53.39	29.43	57.75
Hnrnph3	39.9	48.91	38.17	64.54	38.96	31.24	29.24	22.76	38.0	34.11
Il1b	4.13	2.04	1.8	1.15	3.18	7.04	0.52	7.82	10.43	77.67
Cyp2d40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sort1	24.29	17.16	10.55	11.95	25.28	7.21	13.7	60.04	26.26	71.46
Hnrnph2	102.55	120.74	118.13	118.08	115.28	107.08	112.94	64.05	70.42	88.38
Hnrnph1	369.86	511.72	286.23	491.25	534.79	291.95	334.71	238.26	318.61	316.01
Cks1brt	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.03	0.0
Spin2-ps6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nr5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nr5a1	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0
Tjp3	4.65	3.4	2.23	3.3	2.39	1.29	2.32	4.13	3.3	6.23
Tjp2	1.59	5.92	1.78	5.62	8.15	4.39	6.34	1.38	5.65	2.15
Ermp1	13.68	10.65	16.5	16.6	18.36	17.86	11.8	16.43	18.42	28.32
Pspc1	48.57	63.87	46.2	65.97	74.83	42.3	48.37	15.73	25.91	30.53
4933408B17Rik	0.24	0.3	0.21	0.16	0.08	0.11	0.14	1.17	0.61	2.11
Gm12169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pde7b	0.53	0.13	0.07	0.29	3.46	0.16	0.25	1.28	1.23	1.4
Bbof1	0.65	0.3	0.38	0.48	0.55	0.48	0.29	0.68	1.53	1.04
Pde7a	2.31	0.89	5.16	0.41	0.65	3.6	4.81	19.35	19.13	21.02
Gm12166	9.18	9.15	7.07	11.69	7.56	7.1	4.53	10.7	6.71	9.97
Rdm1	8.27	11.56	10.91	15.28	12.59	10.42	4.99	19.89	16.25	21.9
Tm6sf1	20.09	2.69	5.11	0.83	3.53	16.73	12.53	88.26	29.43	110.33
Fam188b	0.88	0.64	1.82	0.57	0.9	0.27	0.72	0.2	1.37	1.26
Fam188a	19.47	28.11	20.0	25.41	24.49	33.8	31.29	18.3	18.1	27.44
Tm6sf2	0.56	0.2	0.05	0.13	0.38	0.14	0.17	0.51	0.45	0.36
Pde6g	0.0	0.0	0.23	0.14	0.0	0.1	0.0	0.0	0.08	0.0
Pde6h	1.02	0.29	0.95	0.04	1.12	0.41	0.25	1.34	0.43	1.2
Sec61a2	14.58	16.19	7.54	23.99	9.88	12.34	10.74	3.93	8.08	5.44
Sec61a1	82.53	91.99	67.37	96.22	114.99	74.88	114.66	58.28	67.64	75.56
Thnsl1	0.8	2.25	1.74	3.94	4.9	1.66	2.56	1.53	5.39	1.68
Thnsl2	2.41	4.69	1.39	4.33	6.39	0.49	4.26	0.14	0.65	0.31
Ero1l	39.76	21.31	29.98	38.05	29.22	50.14	57.19	55.93	21.32	56.51
Faim	23.63	34.68	23.68	39.63	51.47	26.11	38.28	20.55	29.9	22.33
Ncmap	3.11	0.35	0.99	2.0	0.62	0.35	1.36	0.04	0.67	0.37
Dmbt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.09
Pde8a	3.73	0.64	0.59	0.52	0.16	0.34	0.53	12.15	3.22	13.19
Pde8b	0.04	0.17	0.03	0.0	0.09	0.0	0.04	0.55	0.03	0.57
Btg1-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Btg1-ps2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam189b	13.85	21.96	8.32	17.72	17.01	5.07	10.21	8.66	9.52	9.12
Zgrf1	8.58	17.3	8.05	13.31	10.08	7.89	5.74	3.53	4.94	6.63
Tacr1	0.0	0.0	0.0	0.0	0.0	0.14	0.7	0.0	0.06	0.0
Olfml1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tacr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tacr2	0.0	0.0	0.03	0.0	0.04	0.0	0.0	0.0	0.0	0.0
Olfml3	0.18	0.23	0.34	0.16	0.54	0.12	0.18	0.15	0.15	0.3
Gm12184	9.59	7.49	11.58	7.89	6.09	5.46	4.38	2.28	5.71	5.09
Gm12185	0.6	0.29	0.03	0.38	0.95	2.85	1.45	0.57	0.45	0.43
Pde9a	0.0	0.0	0.21	0.0	0.0	0.5	0.45	0.45	0.26	0.32
Ubb	1334.51	1773.4	1055.07	1189.62	2089.01	1701.15	1634.06	1155.93	1290.12	1257.15
Gdnf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Taco1	13.34	14.21	18.78	19.07	16.71	18.93	12.67	7.37	9.38	9.54
Ssmem1	0.25	0.0	0.34	0.56	0.0	0.38	0.07	0.0	0.05	0.06
Ubd	0.09	0.21	0.09	0.1	0.0	0.5	0.93	0.24	0.47	0.65
Ubc	454.94	606.65	322.03	345.24	807.02	516.51	509.07	332.27	247.74	476.02
Prkag3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pik3cg	23.87	43.11	14.92	18.66	32.21	10.12	17.06	36.36	30.01	52.28
Pik3cb	24.33	41.78	20.24	27.29	24.38	17.17	35.56	23.85	9.48	26.96
2300009A05Rik	8.35	10.19	7.7	10.03	8.93	5.97	10.9	5.12	11.47	6.2
Pik3cd	133.24	80.24	75.48	145.32	121.69	13.62	121.66	109.46	52.49	108.97
Prkag1	68.41	83.28	76.79	70.13	90.74	96.83	83.8	46.48	43.92	70.12
Prkag2	18.28	4.01	10.48	10.25	6.24	3.6	14.85	17.34	20.93	22.51
Pik3ca	23.97	25.15	29.93	36.52	24.15	17.09	16.81	18.17	26.57	28.3
Gm128	0.04	0.0	0.1	0.0	17.09	0.52	1.6	0.0	0.09	0.0
Upk3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Upk3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tas2r117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tas2r116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ucn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Upk1a	0.18	0.13	0.05	0.26	0.26	0.18	0.12	0.23	0.34	0.18
Tas2r119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm14781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tas2r118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Upk1b	0.09	0.27	0.0	0.47	0.0	0.0	0.19	0.39	0.0	0.25
Slit1	0.18	0.16	0.02	0.09	0.2	0.0	0.01	0.47	0.31	0.44
BC034090	0.06	0.99	0.11	1.01	1.56	0.3	0.79	0.04	0.0	0.17
Pde3a	0.05	0.1	0.01	0.01	0.06	0.0	0.09	0.0	0.63	0.07
Slirp	80.19	68.28	108.1	88.18	94.22	109.95	84.8	39.22	41.03	52.53
Slit2	0.03	0.21	0.04	0.23	0.2	0.18	0.62	0.03	0.14	0.0
Ggact	11.12	17.89	11.87	18.13	15.49	10.18	12.29	2.82	12.44	3.43
Slit3	0.0	0.02	0.0	0.0	0.0	0.0	0.05	0.0	0.06	0.0
Zpld1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam184b	0.04	0.02	0.02	0.0	0.0	0.03	0.0	0.05	0.06	0.05
Pde2a	9.63	0.34	0.56	0.99	1.71	0.0	2.72	105.07	13.78	101.98
Fam184a	0.11	0.35	0.11	0.07	0.06	0.05	0.13	0.08	0.43	1.21
AW822073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tas2r110	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0
Tas2r113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
